"ML#","% Interests In Common Elmts","Sewer Type","Sold Price","Spa Location","Special Assessments YN","Stories","Stories In Building","Style","Subdivision","Tennis Courts YN","Termite Contract YN","Transaction Type","Water Type","Waterfront","Year Built"
"BY163330","","City","$120,000","","","1.0","","","Crescent","","","","Public","","1981"
"BY163336","","Septic","$195,000","","","1.0","","","Terre Haute Estates","","","","Public","","1973"
"BY163344","","City","$150,000","","","1.0","","","Oakshire Manor","","","","Public","","1985"
"BY163353","","City","$186,000","","","1.0","","","James Buquet","","","","Public","","1974"
"BY163356","","City","$185,000","","","1.5","","","Coteau","","","","Public","","1980"
"BY163364","","City","$185,000","","","1.0","","","Robert Daigle","","","","Public","","1969"
"BY163369","","City","$107,000","","","1.0","","","Bergeron - Voisin","","","","Public","","1950"
"BY163371","","City","$35,000","","","1.0","","","Honduras Add","","","","Public","","1959"
"BY163397","","City","$60,000","","","1.0","","Party Wall Double","Progressive Square","","","","Public","","1980"
"BY163418","","","$246,994","","","1.0","","","Evangeline Estates","","","","","","2021"
"BY163428","","","$288,340","","","1.0","","","Caro Estates of Bayou Blue","","","","Public","","2021"
"BY163441","","City","$305,900","","","1.0","","","Summerfield Place","","","","Public","","1982"
"BY163446","","City","$226,000","","","1.0","","","Palm Gardens","","","","Public","","2013"
"BY163478","","City","$290,100","","","1.0","","","Sugar Mill Place","","","","Public","","1994"
"BY163479","","City","$252,500","","","1.0","","","Summerfield Place","","","","Public","","1989"
"BY163486","","City","$251,500","","","1.0","","","Broadmoor Heights","","","","Public","","1970"
"BY163507","","City","$468,000","","","1.0","","","Sugarwood Estates","","","","Public","","2006"
"BY163535","","City","$328,000","","","1.0","","","Westgate","","","","Public","","2009"
"BY163550","","City","$229,000","","","1.0","","","Mulberry Heights","","","","Public","","1975"
"BY163565","","City","$236,800","","","3.0","","Townhouse","Tropical Harbor","","","","Public","Water Front","2001"
"BY163579","","City","$231,500","","","1.0","","","Jastremski Add","","","","Public","","1982"
"BY163582","","City","$50,000","","","2.0","","","Cenac","","","","Public","","1984"
"BY163583","","City","$105,001","","","1.0","","","Broadmoor","","","","Public","","1968"
"BY163588","","City","$90,000","","","1.0","","","Broadmoor","","","","Public","","1964"
"BY163596","","","$240,000","","","1.0","","","Barrios","","","","Public","","2014"
"BY163599","","City","$65,000","","","1.0","","","Coteau","","","","Public","","1981"
"BY163602","","City","$39,900","","","1.0","","","Celestine","","","","Public","","1941"
"BY163610","","City","$61,000","","","1.5","","","Tall Timbers","","","","Public","","1980"
"BY163617","","City","$189,000","","","1.0","","","Wayne Avenue Es","","","","Public","","1995"
"BY163645","","City","$168,300","","","1.0","","","Broadmoor Heights","","","","","","1984"
"BY163670","","City","$199,000","","","1.0","","","Barrios","","","","Public","","1964"
"BY163702","","City","$226,000","","","1.0","","","Southdown West","","","","Public","","1999"
"BY163703","","City","$288,000","","","1.0","","","Summerfield Place","","","","Public","","1999"
"BY163778","","City","$208,000","","","1.0","","","Palm Gardens","","","","","","2013"
"BY163799","","City","$159,900","","","3.0","","Townhouse","Tropical Harbor","","","","Public","Water Front","2000"
"BY163810","","Septic","$260,000","","","1.0","","","None","","","","Public","Water Front","1997"
"BY163829","","City","$74,000","","","1.0","","","Friendswood Pl","","","","Public","","1976"
"BY163842","","City","$240,000","","","1.0","","","Westgate","","","","Public","","1999"
"BY163860","","City","$225,000","","","1.0","","","Broadmoor Heights","","","","Public","","1974"
"BY163923","","City","$210,000","","","1.0","","","Cascade Gardens","","","","","","2015"
"BY163960","","Septic","$125,000","","","1.0","","","Paul Bonvillian","","","","Public","","1980"
"2317369","","Septic","$35,000","","","1.0","","Mobile Home","Not a Subdivision","","No","","Public","",""
"2320203","","Septic","$319,900","","","1.0","","Traditional","Not a Subdivision","","No","","Well","",""
"BR2018007309","","City","$435,000","","","1.0","","Ranch","Balmoral Estates","","","","Public","","2008"
"BR2021015204","","Septic","$375,000","","","1.5","","Log Home","Holly Ridge","","","","Well","","0"
"BR2021013820","","","$230,000","","","1.0","","Cottage","Grand Bay","","","","Public","",""
"BR2021015226","","","$665,000","","","1.0","","Traditional","Rural Tract (No Subd)","","","","","","2015"
"BR2021015239","","","$420,000","","","2.0","","Other","Rural Tract (No Subd)","","","","Public","Water Front",""
"BR2021015462","","","$313,000","","","1.5","","Traditional","Rural Tract (No Subd)","","","","","Water Front",""
"2316912","","City","$312,000","","","1.0","","Cottage","","","No","","Public","",""
"2316949",".591","City","$311,000","None","No","3.0","3","Townhouse","","No","Yes","","Public","",""
"2319483","","City","$145,000","None","","1.0","","Cottage","","","Yes","","Public","",""
"2320253","","City","$161,000","","","1.0","","Cottage","","","No","","Public","",""
"CN152275","","City","$160,000","","","1.0","","","Wilburg North Sub","","","","Public","",""
"CN158072","","City","$89,500","","","1.0","","Mobile Home","p.e. trichel","","","","Public","","2013"
"CN158472","","City","$17,251","","","1.0","","","Jones Addn","","","","Public","","1952"
"CN158607","","City","$110,000","","","1.0","","","taylor","","","","Public","",""
"CN158708","","City","$130,000","","","2.0","","","N/A","","","","Public","","1912"
"CN158779","","City","$210,000","","","1.0","","","none","","","","Public","",""
"CN158834","","City","$46,000","","","1.0","","","lees","","","","Public","",""
"CN159972","","","$165,000","","","1.0","","","none","","","","Public","",""
"CN160065","","City","$190,000","","","1.0","","","n/a","","","","Public","","2005"
"CN160110","","City","$135,000","","","1.0","","","Oakland Heights","","","","Public","","1958"
"CN160188","","City","$115,000","","","1.0","","","none","","","","Public","",""
"CN160260","","City","$95,000","","","1.0","","","airport","","","","Public","",""
"CN160292","","","$338,000","","","1.0","","","N/A","","","","Public","","1989"
"CN160453","","City","$227,000","","","1.0","","","N/A","","","","Public","",""
"CN160718","","Septic","$215,000","","","1.0","","","N/A","","","","Public","","1980"
"CN160813","","City","$116,000","","","1.0","","","OWENS BROTHERS SUB","","","","Public","",""
"CN161021","","City","$195,500","","","1.0","","","none","","","","Public","",""
"CN161198","","City","$132,500","","","1.0","","","owens","","","","Public","",""
"CN161828","","Septic","$125,000","","","1.0","","","none","","","","Public","",""
"CN162182","","","$225,000","","","1.0","","","none","","","","Public","",""
"CN162543","","","$375,000","","","2.0","","","N/A","","","","Public","","2005"
"CN162735","","City","$235,000","","","2.0","","","Urban","","","","Public","",""
"CN162754","","Septic","$330,000","","","1.5","","","none","","","","Public","",""
"CN162756","","City","$179,000","","","1.5","","","CENTENNIAL PARK","","","","Public","",""
"CN163025","","","$265,000","","","1.0","","","N/A","","","","Public","","2016"
"CN163071","","City","$115,000","","","1.0","","","N/A","","","","Public","",""
"CN163179","","City","$77,000","","","1.0","","","Taylor Loop","","","","Public","",""
"CN163210","","City","$90,000","","","1.0","","","airport","","","","Public","",""
"CN163357","","","$320,000","","","1.0","","","royal oaks","","","","Public","",""
"CN163352","","Septic","$270,000","","","1.0","","","N/A","","","","Public","",""
"CN163539","","","$195,000","","","1.5","","","none","","","","Public","",""
"CN163549","","","$160,000","","","1.0","","","legacy point","","","","Public","","2008"
"CN160220","","City","$83,600","","","1.0","","","Freddie B Negem Add","","","","Public","","1971"
"CN162639","","","$170,000","","","1.0","","Mobile Home","hogan sub div road","","","","Public","Water Front",""
"CN152583","","Septic","$95,000","","","1.0","","","Brookwater Pltn","","","","Public","","1970"
"CN158393","","","$335,000","","","2.0","","","LLanada Plantation","","","","Public","",""
"CN158514","","Septic","$72,000","","","1.0","","","none","","","","Public","",""
"CN158685","","","$153,000","","","1.0","","Mobile Home","Parhams Bend","","","","Public","Water Front","2011"
"CN160426","","","$156,500","","","1.5","","","rural jonesville","","","","Public","",""
"CN160456","","City","$41,000","","","1.0","","","Lanier Acres Add.","","","","Public","",""
"CN160445","","City","$92,000","","","1.0","","","N/A","","","","Public","","1883"
"CN160782","","","$310,000","","","2.0","","","Foster Ridge","","","","Public","Water Front","2012"
"CN160779","","","$84,500","","","1.5","","","none","","","","Public","Water Front",""
"CN160845","","","$600,000","","","1.0","","","Hwy 126","","","","Public","","2005"
"CN160827","","Septic","$170,500","","","1.0","","","Trinity","","","","Public","",""
"CN161236","","Septic","$200,000","","","1.0","","","Larto Lake","","","","Public","Water View",""
"CN161275","","City","$55,608","","","1.0","","","none","","","","Public","",""
"CN161469","","City","$72,500","","","1.0","","","Tal C. Gibson 2nd AD","","","","Public","",""
"CN161503","","","$215,000","","","2.0","","","Foster Ridge","","","","Public","Water Front","2009"
"CN161968","","","$110,000","","","1.0","","","taunton","","","","Public","",""
"CN162013","","Septic","$150,000","","","1.5","","","N/A","","","","Public","",""
"CN162188","","","$214,000","","","1.0","","","N/A","","","","Public","Water Front","1994"
"CN162302","","Septic","$140,000","","","1.0","","","triangle ridge","","","","Public","Water Front",""
"CN162870","","","$176,000","","","2.0","","","Larto Lake Estates","","","","Public","Water Front","2011"
"CN162818","","Septic","$485,000","","","2.0","","","Foster Ridge","","","","Public","Water Front","2018"
"2315160","","City","$155,000","None","","2.0","","Townhouse","Chateau Estates North","","No","","Public","",""
"2315665","1/29","None","$70,000","","No","2.0","2","Traditional","","No","Yes","","Public","",""
"2316058","","City","$346,000","","","1.0","","Traditional","Not a Subdivision","","Yes","","Public","",""
"2315621","","City","$240,000","","","1.0","","Cottage","","","Yes","","Public","",""
"2316201","","City","$130,000","","","1.0","","Ranch","","","No","","Public","",""
"2316391","","City","$580,000","None","","2.0","","French Provincial","Southlake Villages","","Yes","","Public","",""
"2315613","","City","$185,000","None","","1.0","1","Ranch","Not a Subdivision","","Yes","","Public","",""
"2316815","","City","$125,000","None","","1.0","","Ranch","","","No","","Public","",""
"2316583","","City","$148,000","None","","1.0","","Ranch","University City","","No","","Public","",""
"2317033","","City","$210,000","None","","1.0","","Traditional","Greenlawn Terrace","","Yes","","Public","",""
"2316976","","City","$349,000","","","1.0","","Traditional","Chateau Estates North","","Yes","","Public","",""
"2317375","","City","$228,000","None","","1.0","","Cottage","Highway Park","","No","","Public","",""
"2316585","","City","$285,000","None","","1.0","","Ranch","","","No","","Public","",""
"2318493",".3839","City","$169,000","None","Yes","2.0","2","Townhouse","","Yes","Yes","","Public","",""
"2319330","","City","$174,900","","","1.0","","Traditional","Highway Park","","No","","Public","",""
"2319156","","City","$238,000","","","1.0","","Cottage","","","No","","Public","",""
"2319377","","City","$1,500,000","","","2.0","","French Provincial","Gabriel","","Yes","","Public","",""
"2319373","","City","$120,000","","","1.0","","Ranch","","","No","","Public","",""
"2319833","","City","$125,000","None","","1.0","","Traditional","Westwood","","No","","Public","",""
"2319994","","City","$260,920","","","2.0","","Traditional","Kenner Heights","","No","","Public","",""
"2318997","1/29","City","$72,000","None","No","2.0","2","Traditional","Imperial Heights","No","Yes","","Public","",""
"2320162","","City","$183,000","","","1.0","","Acadian","","","No","","Public","",""
"2320494","","City","$305,000","","","1.0","","Ranch","Beachview Heights","","Yes","","Public","",""
"2320352","3.137","City","$148,000","None","No","2.0","2","Townhouse","Chateau Estates North","No","Yes","","Public","",""
"2320469",".3187","City","$140,000","None","Yes","2.0","2","Townhouse","Chardonnay Village","Yes","No","","Public","",""
"2317058","","Treatment Plant","$152,000","","","1.0","","Traditional","Not a Subdivision","","No","","Public","",""
"BY161137","","City","$192,000","","","1.0","","","None","","","","Public","","2013"
